,G_ROC_AUC,G_AP_AUC,D_ROC_AUC,D_AP_AUC,B_ROC_AUC,B_AP_AUC
0,0.8614611504477778,0.8709197036698735,0.9755484182124824,0.974462558179997,0.9205373144845201,0.8900347842552792
1,0.8234977180912229,0.8487624045631009,0.9766855698862122,0.9732595605690365,0.9216185317303034,0.8835201803357942
2,0.8442568732533005,0.8600561617474137,0.9762136022550852,0.9721246159439421,0.9231298424861644,0.8818388407060529
3,0.8585396611045203,0.8697914360102256,0.9772383476758879,0.974596832443896,0.9337300979140057,0.8973514662936766
4,0.8458664583022901,0.8599886163938992,0.97459050171732,0.9704507721609061,0.9284236109276142,0.8907285397658554
