,G_ROC_AUC,G_AUPRC,G_H1,G_H3,G_H10,G_MRR,D_ROC_AUC,D_AUPRC,B_ROC_AUC,B_AUPRC
0,0.982997353247753,0.9894812315133906,0.3978290259838104,0.4941430687904358,0.5459964871406555,0.46272748708724976,0.7797732390735064,0.7081208356633045,0.9245259817090177,0.9218484715030454
1,0.9808460945789804,0.9874393759561279,0.38569867610931396,0.4871147572994232,0.5426124334335327,0.4531620740890503,0.744401108355556,0.6694071093681785,0.9178246708063592,0.9179213447008685
2,0.982389609209841,0.9881104836924572,0.3828352689743042,0.48896291851997375,0.543367326259613,0.45261821150779724,0.7537149873389647,0.6765029429244701,0.9163423790020699,0.9150762460551158
3,0.9839097045045441,0.9896501888738599,0.400484174489975,0.4935443699359894,0.5445647835731506,0.4634232819080353,0.7869271916386086,0.7142803244713335,0.926246696319784,0.9245444378688239
4,0.9828363681807923,0.9891945342883816,0.3936901390552521,0.49213868379592896,0.5446168184280396,0.4595382511615753,0.7590636730399725,0.6845357584887759,0.9182393916707037,0.9167592126104569
